Name:,Nominal OECD exchange rate unless specified,,,,,
Date:,13.04.21,,,,,
Author:,Marc Jaxa-Rozen,,,,,
,,,,,,
Country,Parameter,Year,Value,Unit,Reference,Note
ZAF,ZAR,1992,0.350629415,USD,,
ZAF,ZAR,1993,0.306021712,USD,,
ZAF,ZAR,1994,0.281626834,USD,,
ZAF,ZAR,1995,0.275703492,USD,,
ZAF,ZAR,1996,0.232593353,USD,,
ZAF,ZAR,1997,0.217015679,USD,,
ZAF,ZAR,1998,0.180887957,USD,,
ZAF,ZAR,1999,0.163679944,USD,,
ZAF,ZAR,2000,0.14409579,USD,,
ZAF,ZAR,2001,0.116155067,USD,,
ZAF,ZAR,2002,0.094869937,USD,,
ZAF,ZAR,2003,0.132192093,USD,,
ZAF,ZAR,2004,0.154806118,USD,,
ZAF,ZAR,2005,0.157249319,USD,,
ZAF,ZAR,2006,0.147676698,USD,,
ZAF,ZAR,2007,0.141937288,USD,,
ZAF,ZAR,2008,0.121047453,USD,,
ZAF,ZAR,2009,0.118012565,USD,,
ZAF,ZAR,2010,0.13658922,USD,,
ZAF,ZAR,2011,0.137719573,USD,,
ZAF,ZAR,2012,0.12180314,USD,,
ZAF,ZAR,2013,0.103572677,USD,,
ZAF,ZAR,2014,0.092143343,USD,,
ZAF,ZAR,2015,0.078376472,USD,,
ZAF,ZAR,2016,0.067982763,USD,,
ZAF,ZAR,2017,0.075053658,USD,,
ZAF,ZAR,2018,0.075563366,USD,,
ZAF,ZAR,2019,0.069211687,USD,,
ZAF,ZAR,2020,0.060704708,USD,,
ZAF,ReferenceCurrency,1990,ZAR,,,
ZAF,ReferenceCurrency,1991,ZAR,,,
ZAF,ReferenceCurrency,1992,ZAR,,,
ZAF,ReferenceCurrency,1993,ZAR,,,
ZAF,ReferenceCurrency,1994,ZAR,,,
ZAF,ReferenceCurrency,1995,ZAR,,,
ZAF,ReferenceCurrency,1996,ZAR,,,
ZAF,ReferenceCurrency,1997,ZAR,,,
ZAF,ReferenceCurrency,1998,ZAR,,,
ZAF,ReferenceCurrency,1999,ZAR,,,
ZAF,ReferenceCurrency,2000,ZAR,,,
ZAF,ReferenceCurrency,2001,ZAR,,,
ZAF,ReferenceCurrency,2002,ZAR,,,
ZAF,ReferenceCurrency,2003,ZAR,,,
ZAF,ReferenceCurrency,2004,ZAR,,,
ZAF,ReferenceCurrency,2005,ZAR,,,
ZAF,ReferenceCurrency,2006,ZAR,,,
ZAF,ReferenceCurrency,2007,ZAR,,,
ZAF,ReferenceCurrency,2008,ZAR,,,
ZAF,ReferenceCurrency,2009,ZAR,,,
ZAF,ReferenceCurrency,2010,ZAR,,,
ZAF,ReferenceCurrency,2011,ZAR,,,
ZAF,ReferenceCurrency,2012,ZAR,,,
ZAF,ReferenceCurrency,2013,ZAR,,,
ZAF,ReferenceCurrency,2014,ZAR,,,
ZAF,ReferenceCurrency,2015,ZAR,,,
ZAF,ReferenceCurrency,2016,ZAR,,,
ZAF,ReferenceCurrency,2017,ZAR,,,
ZAF,ReferenceCurrency,2018,ZAR,,,
ZAF,ReferenceCurrency,2019,ZAR,,,
ZAF,ReferenceCurrency,2020,ZAR,,,
ESP,ESP,1990,0.009810277,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1991,0.009623566,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1992,0.00976762,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1993,0.007857903,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1994,0.007465029,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1995,0.008019954,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1996,0.007895054,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1997,0.006829965,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1998,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,1999,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2000,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2001,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2002,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2003,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2004,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2005,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2006,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2007,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2008,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2009,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2010,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2011,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2012,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2013,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2014,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2015,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2016,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2017,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2018,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2019,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ESP,2020,0.00669365,USD,World Bank dataset PA.NUS.FCRF,
ESP,ReferenceCurrency,1990,ESP,,,
ESP,ReferenceCurrency,1991,ESP,,,
ESP,ReferenceCurrency,1992,ESP,,,
ESP,ReferenceCurrency,1993,ESP,,,
ESP,ReferenceCurrency,1994,ESP,,,
ESP,ReferenceCurrency,1995,ESP,,,
ESP,ReferenceCurrency,1996,ESP,,,
ESP,ReferenceCurrency,1997,ESP,,,
ESP,ReferenceCurrency,1998,ESP,,,
ESP,ReferenceCurrency,1999,EUR,,,
ESP,ReferenceCurrency,2000,EUR,,,
ESP,ReferenceCurrency,2001,EUR,,,
ESP,ReferenceCurrency,2002,EUR,,,
ESP,ReferenceCurrency,2003,EUR,,,
ESP,ReferenceCurrency,2004,EUR,,,
ESP,ReferenceCurrency,2005,EUR,,,
ESP,ReferenceCurrency,2006,EUR,,,
ESP,ReferenceCurrency,2007,EUR,,,
ESP,ReferenceCurrency,2008,EUR,,,
ESP,ReferenceCurrency,2009,EUR,,,
ESP,ReferenceCurrency,2010,EUR,,,
ESP,ReferenceCurrency,2011,EUR,,,
ESP,ReferenceCurrency,2012,EUR,,,
ESP,ReferenceCurrency,2013,EUR,,,
ESP,ReferenceCurrency,2014,EUR,,,
ESP,ReferenceCurrency,2015,EUR,,,
ESP,ReferenceCurrency,2016,EUR,,,
ESP,ReferenceCurrency,2017,EUR,,,
ESP,ReferenceCurrency,2018,EUR,,,
ESP,ReferenceCurrency,2019,EUR,,,
ESP,ReferenceCurrency,2020,EUR,,,
SWE,SEK,1990,0.168953452,USD,,
SWE,SEK,1991,0.165358488,USD,,
SWE,SEK,1992,0.17170822,USD,,
SWE,SEK,1993,0.128478111,USD,,
SWE,SEK,1994,0.129601333,USD,,
SWE,SEK,1995,0.1401882,USD,,
SWE,SEK,1996,0.149121169,USD,,
SWE,SEK,1997,0.130977588,USD,,
SWE,SEK,1998,0.125788252,USD,,
SWE,SEK,1999,0.121029799,USD,,
SWE,SEK,2000,0.109143568,USD,,
SWE,SEK,2001,0.096813519,USD,,
SWE,SEK,2002,0.10269974,USD,,
SWE,SEK,2003,0.123665892,USD,,
SWE,SEK,2004,0.136075027,USD,,
SWE,SEK,2005,0.133813492,USD,,
SWE,SEK,2006,0.135533512,USD,,
SWE,SEK,2007,0.147955915,USD,,
SWE,SEK,2008,0.151719766,USD,,
SWE,SEK,2009,0.13065373,USD,,
SWE,SEK,2010,0.138743902,USD,,
SWE,SEK,2011,0.153999134,USD,,
SWE,SEK,2012,0.147601127,USD,,
SWE,SEK,2013,0.153516165,USD,,
SWE,SEK,2014,0.145755916,USD,,
SWE,SEK,2015,0.11855588,USD,,
SWE,SEK,2016,0.11679525,USD,,
SWE,SEK,2017,0.116974647,USD,,
SWE,SEK,2018,0.115041464,USD,,
SWE,SEK,2019,0.105726697,USD,,
SWE,SEK,2020,0.10857399,USD,,
SWE,ReferenceCurrency,1990,SEK,,,
SWE,ReferenceCurrency,1991,SEK,,,
SWE,ReferenceCurrency,1992,SEK,,,
SWE,ReferenceCurrency,1993,SEK,,,
SWE,ReferenceCurrency,1994,SEK,,,
SWE,ReferenceCurrency,1995,SEK,,,
SWE,ReferenceCurrency,1996,SEK,,,
SWE,ReferenceCurrency,1997,SEK,,,
SWE,ReferenceCurrency,1998,SEK,,,
SWE,ReferenceCurrency,1999,SEK,,,
SWE,ReferenceCurrency,2000,SEK,,,
SWE,ReferenceCurrency,2001,SEK,,,
SWE,ReferenceCurrency,2002,SEK,,,
SWE,ReferenceCurrency,2003,SEK,,,
SWE,ReferenceCurrency,2004,SEK,,,
SWE,ReferenceCurrency,2005,SEK,,,
SWE,ReferenceCurrency,2006,SEK,,,
SWE,ReferenceCurrency,2007,SEK,,,
SWE,ReferenceCurrency,2008,SEK,,,
SWE,ReferenceCurrency,2009,SEK,,,
SWE,ReferenceCurrency,2010,SEK,,,
SWE,ReferenceCurrency,2011,SEK,,,
SWE,ReferenceCurrency,2012,SEK,,,
SWE,ReferenceCurrency,2013,SEK,,,
SWE,ReferenceCurrency,2014,SEK,,,
SWE,ReferenceCurrency,2015,SEK,,,
SWE,ReferenceCurrency,2016,SEK,,,
SWE,ReferenceCurrency,2017,SEK,,,
SWE,ReferenceCurrency,2018,SEK,,,
SWE,ReferenceCurrency,2019,SEK,,,
SWE,ReferenceCurrency,2020,SEK,,,
CHE,CHF,1990,0.71986052,USD,,
CHE,CHF,1991,0.69735396,USD,,
CHE,CHF,1992,0.711127293,USD,,
CHE,CHF,1993,0.676765359,USD,,
CHE,CHF,1994,0.731158235,USD,,
CHE,CHF,1995,0.845688132,USD,,
CHE,CHF,1996,0.809054943,USD,,
CHE,CHF,1997,0.689031243,USD,,
CHE,CHF,1998,0.689744126,USD,,
CHE,CHF,1999,0.665710263,USD,,
CHE,CHF,2000,0.592121352,USD,,
CHE,CHF,2001,0.592552211,USD,,
CHE,CHF,2002,0.641598556,USD,,
CHE,CHF,2003,0.742582896,USD,,
CHE,CHF,2004,0.804184332,USD,,
CHE,CHF,2005,0.803098676,USD,,
CHE,CHF,2006,0.797548018,USD,,
CHE,CHF,2007,0.833079244,USD,,
CHE,CHF,2008,0.923284307,USD,,
CHE,CHF,2009,0.918997704,USD,,
CHE,CHF,2010,0.958859188,USD,,
CHE,CHF,2011,1.126072866,USD,,
CHE,CHF,2012,1.066457357,USD,,
CHE,CHF,2013,1.078860378,USD,,
CHE,CHF,2014,1.091523122,USD,,
CHE,CHF,2015,1.039089508,USD,,
CHE,CHF,2016,1.014822497,USD,,
CHE,CHF,2017,1.015545978,USD,,
CHE,CHF,2018,1.022617225,USD,,
CHE,CHF,2019,1.006263993,USD,,
CHE,CHF,2020,1.065081825,USD,,
CHE,CHF,2021,1.094276478,USD,,
CHE,ReferenceCurrency,1990,CHF,,,
CHE,ReferenceCurrency,1991,CHF,,,
CHE,ReferenceCurrency,1992,CHF,,,
CHE,ReferenceCurrency,1993,CHF,,,
CHE,ReferenceCurrency,1994,CHF,,,
CHE,ReferenceCurrency,1995,CHF,,,
CHE,ReferenceCurrency,1996,CHF,,,
CHE,ReferenceCurrency,1997,CHF,,,
CHE,ReferenceCurrency,1998,CHF,,,
CHE,ReferenceCurrency,1999,CHF,,,
CHE,ReferenceCurrency,2000,CHF,,,
CHE,ReferenceCurrency,2001,CHF,,,
CHE,ReferenceCurrency,2002,CHF,,,
CHE,ReferenceCurrency,2003,CHF,,,
CHE,ReferenceCurrency,2004,CHF,,,
CHE,ReferenceCurrency,2005,CHF,,,
CHE,ReferenceCurrency,2006,CHF,,,
CHE,ReferenceCurrency,2007,CHF,,,
CHE,ReferenceCurrency,2008,CHF,,,
CHE,ReferenceCurrency,2009,CHF,,,
CHE,ReferenceCurrency,2010,CHF,,,
CHE,ReferenceCurrency,2011,CHF,,,
CHE,ReferenceCurrency,2012,CHF,,,
CHE,ReferenceCurrency,2013,CHF,,,
CHE,ReferenceCurrency,2014,CHF,,,
CHE,ReferenceCurrency,2015,CHF,,,
CHE,ReferenceCurrency,2016,CHF,,,
CHE,ReferenceCurrency,2017,CHF,,,
CHE,ReferenceCurrency,2018,CHF,,,
CHE,ReferenceCurrency,2019,CHF,,,
CHE,ReferenceCurrency,2020,CHF,,,
CHE,ReferenceCurrency,2021,CHF,,,
TUR,TRY,1990,0.000384615,USD, https://doi.org/10.1787/20798393,Reported per single TRY (sometimes reported as thousands)
TUR,TRY,1991,0.000238095,USD,,
TUR,TRY,1992,0.000144928,USD,,
TUR,TRY,1993,9.09E-05,USD,,
TUR,TRY,1994,3.36E-05,USD,,
TUR,TRY,1995,2.19E-05,USD,,
TUR,TRY,1996,1.23E-05,USD,,
TUR,TRY,1997,6.60E-06,USD,,
TUR,TRY,1998,3.84E-06,USD,,
TUR,TRY,1999,2.50E-06,USD,,
TUR,TRY,2000,1.6,USD,,
TUR,TRY,2001,0.814332248,USD,,
TUR,TRY,2002,0.661375661,USD,,
TUR,TRY,2003,0.665335995,USD,,
TUR,TRY,2004,0.701262272,USD,,
TUR,TRY,2005,0.745712155,USD,,
TUR,TRY,2006,0.699300699,USD,,
TUR,TRY,2007,0.769230769,USD,,
TUR,TRY,2008,0.769822941,USD,,
TUR,TRY,2009,0.646412411,USD,,
TUR,TRY,2010,0.667111408,USD,,
TUR,TRY,2011,0.598086124,USD,,
TUR,TRY,2012,0.558035714,USD,,
TUR,TRY,2013,0.524934383,USD,,
TUR,TRY,2014,0.456829603,USD,,
TUR,TRY,2015,0.367242012,USD,,
TUR,TRY,2016,0.330906684,USD,,
TUR,TRY,2017,0.274047684,USD,,
TUR,TRY,2018,0.20661157,USD,,
TUR,TRY,2019,0.176180409,USD,,
TUR,TRY,2020,0.142681746,USD,,
TUR,ReferenceCurrency,1990,TRY,,,
TUR,ReferenceCurrency,1991,TRY,,,
TUR,ReferenceCurrency,1992,TRY,,,
TUR,ReferenceCurrency,1993,TRY,,,
TUR,ReferenceCurrency,1994,TRY,,,
TUR,ReferenceCurrency,1995,TRY,,,
TUR,ReferenceCurrency,1996,TRY,,,
TUR,ReferenceCurrency,1997,TRY,,,
TUR,ReferenceCurrency,1998,TRY,,,
TUR,ReferenceCurrency,1999,TRY,,,
TUR,ReferenceCurrency,2000,TRY,,,
TUR,ReferenceCurrency,2001,TRY,,,
TUR,ReferenceCurrency,2002,TRY,,,
TUR,ReferenceCurrency,2003,TRY,,,
TUR,ReferenceCurrency,2004,TRY,,,
TUR,ReferenceCurrency,2005,TRY,,,
TUR,ReferenceCurrency,2006,TRY,,,
TUR,ReferenceCurrency,2007,TRY,,,
TUR,ReferenceCurrency,2008,TRY,,,
TUR,ReferenceCurrency,2009,TRY,,,
TUR,ReferenceCurrency,2010,TRY,,,
TUR,ReferenceCurrency,2011,TRY,,,
TUR,ReferenceCurrency,2012,TRY,,,
TUR,ReferenceCurrency,2013,TRY,,,
TUR,ReferenceCurrency,2014,TRY,,,
TUR,ReferenceCurrency,2015,TRY,,,
TUR,ReferenceCurrency,2016,TRY,,,
TUR,ReferenceCurrency,2017,TRY,,,
TUR,ReferenceCurrency,2018,TRY,,,
TUR,ReferenceCurrency,2019,TRY,,,
TUR,ReferenceCurrency,2020,TRY,,,
GBR,GBP,1990,1.775640696,USD,,
GBR,GBP,1991,1.763621774,USD,,
GBR,GBP,1992,1.755081839,USD,,
GBR,GBP,1993,1.499796778,USD,,
GBR,GBP,1994,1.530392837,USD,,
GBR,GBP,1995,1.57811346,USD,,
GBR,GBP,1996,1.560164629,USD,,
GBR,GBP,1997,1.637100629,USD,,
GBR,GBP,1998,1.656111715,USD,,
GBR,GBP,1999,1.617973747,USD,,
GBR,GBP,2000,1.513017244,USD,,
GBR,GBP,2001,1.439563524,USD,,
GBR,GBP,2002,1.498749294,USD,,
GBR,GBP,2003,1.6327277,USD,,
GBR,GBP,2004,1.830898239,USD,,
GBR,GBP,2005,1.81818843,USD,,
GBR,GBP,2006,1.839970413,USD,,
GBR,GBP,2007,2.000912416,USD,,
GBR,GBP,2008,1.838350191,USD,,
GBR,GBP,2009,1.557828947,USD,,
GBR,GBP,2010,1.545167566,USD,,
GBR,GBP,2011,1.602202067,USD,,
GBR,GBP,2012,1.579661542,USD,,
GBR,GBP,2013,1.563328075,USD,,
GBR,GBP,2014,1.64546756,USD,,
GBR,GBP,2015,1.527778839,USD,,
GBR,GBP,2016,1.350194563,USD,,
GBR,GBP,2017,1.287039385,USD,,
GBR,GBP,2018,1.334165853,USD,,
GBR,GBP,2019,1.276413788,USD,,
GBR,GBP,2020,1.282051282,USD,,
GBR,ReferenceCurrency,1990,GBP,,,
GBR,ReferenceCurrency,1991,GBP,,,
GBR,ReferenceCurrency,1992,GBP,,,
GBR,ReferenceCurrency,1993,GBP,,,
GBR,ReferenceCurrency,1994,GBP,,,
GBR,ReferenceCurrency,1995,GBP,,,
GBR,ReferenceCurrency,1996,GBP,,,
GBR,ReferenceCurrency,1997,GBP,,,
GBR,ReferenceCurrency,1998,GBP,,,
GBR,ReferenceCurrency,1999,GBP,,,
GBR,ReferenceCurrency,2000,GBP,,,
GBR,ReferenceCurrency,2001,GBP,,,
GBR,ReferenceCurrency,2002,GBP,,,
GBR,ReferenceCurrency,2003,GBP,,,
GBR,ReferenceCurrency,2004,GBP,,,
GBR,ReferenceCurrency,2005,GBP,,,
GBR,ReferenceCurrency,2006,GBP,,,
GBR,ReferenceCurrency,2007,GBP,,,
GBR,ReferenceCurrency,2008,GBP,,,
GBR,ReferenceCurrency,2009,GBP,,,
GBR,ReferenceCurrency,2010,GBP,,,
GBR,ReferenceCurrency,2011,GBP,,,
GBR,ReferenceCurrency,2012,GBP,,,
GBR,ReferenceCurrency,2013,GBP,,,
GBR,ReferenceCurrency,2014,GBP,,,
GBR,ReferenceCurrency,2015,GBP,,,
GBR,ReferenceCurrency,2016,GBP,,,
GBR,ReferenceCurrency,2017,GBP,,,
GBR,ReferenceCurrency,2018,GBP,,,
GBR,ReferenceCurrency,2019,GBP,,,
GBR,ReferenceCurrency,2020,GBP,,,
CYP,CYP,1990,2.183025195,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1991,2.153183967,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1992,2.22445368,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1993,2.010433478,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1994,2.031731584,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1995,2.210334713,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1996,2.144490402,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1997,1.945913971,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1998,1.931152173,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,1999,1.841797853,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2000,1.60666027,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2001,1.554951135,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2002,1.637572489,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2003,1.932579035,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2004,2.134013705,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2005,2.154844975,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2006,2.179048269,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2007,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2008,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2009,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2010,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2011,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2012,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2013,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2014,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2015,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2016,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2017,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2018,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2019,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,CYP,2020,2.346729246,USD,World Bank dataset PA.NUS.FCRF,
CYP,ReferenceCurrency,1990,CYP,,,
CYP,ReferenceCurrency,1991,CYP,,,
CYP,ReferenceCurrency,1992,CYP,,,
CYP,ReferenceCurrency,1993,CYP,,,
CYP,ReferenceCurrency,1994,CYP,,,
CYP,ReferenceCurrency,1995,CYP,,,
CYP,ReferenceCurrency,1996,CYP,,,
CYP,ReferenceCurrency,1997,CYP,,,
CYP,ReferenceCurrency,1998,CYP,,,
CYP,ReferenceCurrency,1999,CYP,,,
CYP,ReferenceCurrency,2000,CYP,,,
CYP,ReferenceCurrency,2001,CYP,,,
CYP,ReferenceCurrency,2002,CYP,,,
CYP,ReferenceCurrency,2003,CYP,,,
CYP,ReferenceCurrency,2004,CYP,,,
CYP,ReferenceCurrency,2005,CYP,,,
CYP,ReferenceCurrency,2006,CYP,,,
CYP,ReferenceCurrency,2007,CYP,,,
CYP,ReferenceCurrency,2008,EUR,,,
CYP,ReferenceCurrency,2009,EUR,,,
CYP,ReferenceCurrency,2010,EUR,,,
CYP,ReferenceCurrency,2011,EUR,,,
CYP,ReferenceCurrency,2012,EUR,,,
CYP,ReferenceCurrency,2013,EUR,,,
CYP,ReferenceCurrency,2014,EUR,,,
CYP,ReferenceCurrency,2015,EUR,,,
CYP,ReferenceCurrency,2016,EUR,,,
CYP,ReferenceCurrency,2017,EUR,,,
CYP,ReferenceCurrency,2018,EUR,,,
CYP,ReferenceCurrency,2019,EUR,,,
CYP,ReferenceCurrency,2020,EUR,,,
SRB,RSD,1990,0.169138914,USD,Assumption,
SRB,RSD,1991,0.169138914,USD,Assumption,
SRB,RSD,1992,0.169138914,USD,Assumption,
SRB,RSD,1993,0.169138914,USD,Assumption,
SRB,RSD,1994,0.169138914,USD,Assumption,
SRB,RSD,1995,0.169138914,USD,Assumption,
SRB,RSD,1996,0.169138914,USD,Assumption,
SRB,RSD,1997,0.169138914,USD,Assumption,
SRB,RSD,1998,0.099692946,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,1999,0.085752262,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2000,0.015831327,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2001,0.014944632,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2002,0.015526691,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2003,0.017364113,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2004,0.017130413,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2005,0.014988498,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2006,0.014890896,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2007,0.017108767,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2008,0.017943898,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2009,0.01479182,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2010,0.012866231,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2011,0.013632255,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2012,0.011368958,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2013,0.011742762,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2014,0.011311538,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2015,0.009190211,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2016,0.008986514,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2017,0.00927998,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2018,0.009982523,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2019,0.009501228,USD,World Bank dataset PA.NUS.FCRF,
SRB,RSD,2020,0.00969337,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,1990,0.5766827,USD,Assumption,
BIH,BAM,1991,0.5766827,USD,Assumption,
BIH,BAM,1992,0.5766827,USD,Assumption,
BIH,BAM,1993,0.5766827,USD,Assumption,
BIH,BAM,1994,0.5766827,USD,Assumption,
BIH,BAM,1995,0.5766827,USD,Assumption,
BIH,BAM,1996,0.5766827,USD,Assumption,
BIH,BAM,1997,0.5766827,USD,Assumption,
BIH,BAM,1998,0.568289153,USD,Assumption,
BIH,BAM,1999,0.544723017,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2000,0.471062731,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2001,0.457527791,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2002,0.481192489,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2003,0.57705662,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2004,0.634857339,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2005,0.635840274,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2006,0.641407214,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2007,0.69978872,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2008,0.748953891,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2009,0.710282139,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2010,0.677167472,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2011,0.710764088,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2012,0.656939592,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2013,0.678862973,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2014,0.67834819,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2015,0.56705684,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2016,0.565566387,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2017,0.576251728,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2018,0.603505604,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2019,0.572381518,USD,World Bank dataset PA.NUS.FCRF,
BIH,BAM,2020,0.582421191,USD,World Bank dataset PA.NUS.FCRF,
EUR,EUR,1990,1.2734,USD,,
EUR,EUR,1991,1.2392,USD,,
EUR,EUR,1992,1.2981,USD,,
EUR,EUR,1993,1.171,USD,,
EUR,EUR,1994,1.1895,USD,,
EUR,EUR,1995,1.308,USD,,
EUR,EUR,1996,1.2697,USD,,
EUR,EUR,1997,1.134,USD,,
EUR,EUR,1998,1.1211,USD,,
EUR,EUR,1999,1.0658,USD,,
EUR,EUR,2000,0.9236,USD,,
EUR,EUR,2001,0.8956,USD,,
EUR,EUR,2002,0.9456,USD,,
EUR,EUR,2003,1.1312,USD,,
EUR,EUR,2004,1.2439,USD,,
EUR,EUR,2005,1.2441,USD,,
EUR,EUR,2006,1.2556,USD,,
EUR,EUR,2007,1.3705,USD,,
EUR,EUR,2008,1.4708,USD,,
