Canton,Vehicle group / type,Year of first registration,Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Switzerland,... Articulated truck (lorry),1980 - 1989,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),1980 - 1989,Other,0,0,0,1,17,25,25,17,13,9,6,5,1,1,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),1990 - 1999,Petrol,0,4,6,7,11,18,25,17,28,30,38,36,32,28,23,29,29,25,21,16,16,16,12,12,10,10,7,5,5,3,2,1
Switzerland,... Articulated truck (lorry),1990 - 1999,Diesel,593,1147,1628,2014,2489,3060,3664,4303,4905,5588,5489,5071,4624,4199,3829,3477,3006,2682,1736,1160,939,745,615,471,393,334,265,226,206,173,131,124
Switzerland,... Articulated truck (lorry),1990 - 1999,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),1990 - 1999,Other,0,0,0,0,1,2,3,3,3,2,1,1,0,0,0,1,1,1,3,0,0,0,0,1,1,1,0,0,0,1,0,0
Switzerland,... Articulated truck (lorry),1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,1,6,6,6,9,8,11,10,5,7,3,3,5,5,5,5,4,4,4,3,3,2
Switzerland,... Articulated truck (lorry),2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,827,2201,3310,4133,4932,5026,4882,4598,3988,3307,2872,2427,1957,1545,1225,967,773,624,515,427,320,289
Switzerland,... Articulated truck (lorry),2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,24,25,23,18,8,8,8,7,6,5,4,3,3,2
Switzerland,... Articulated truck (lorry),2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,1846,3334,4807,5940,6148,5962,5641,5290,4749,4135,3476,2683,2125,1619,1208,972
Switzerland,... Articulated truck (lorry),2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,1,3,3,3,3,3,3,2,2,2,2,1,1
Switzerland,... Articulated truck (lorry),2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,2,2,3,3
Switzerland,... Articulated truck (lorry),2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,1826,2724,3569,4654,4751,4581,4297,3999,3612,3217,2748
Switzerland,... Articulated truck (lorry),2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,1
Switzerland,... Articulated truck (lorry),2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,12,12,12
Switzerland,... Articulated truck (lorry),2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,1054,1046,1054,1035,1013,1003
Switzerland,... Articulated truck (lorry),2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0
Switzerland,... Articulated truck (lorry),2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switzerland,... Articulated truck (lorry),2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Switzerland,... Articulated truck (lorry),2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,1177,1182,1164,1169,1151
Switzerland,... Articulated truck (lorry),2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Switzerland,... Articulated truck (lorry),2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
Switzerland,... Articulated truck (lorry),2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,1569,1551,1551,1552
Switzerland,... Articulated truck (lorry),2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Switzerland,... Articulated truck (lorry),2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,1244,1238,1240
Switzerland,... Articulated truck (lorry),2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Switzerland,... Articulated truck (lorry),2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,1185,1206
Switzerland,... Articulated truck (lorry),2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Switzerland,... Articulated truck (lorry),2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,33
Switzerland,... Articulated truck (lorry),2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,849
Switzerland,... Articulated truck (lorry),2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switzerland,... Articulated truck (lorry),2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15
Switzerland,... Articulated truck (lorry),2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Articulated truck (lorry),2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703
Switzerland,... Articulated truck (lorry),2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Switzerland,... Articulated truck (lorry),2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Switzerland,... Articulated truck (lorry),2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,Before 1960,Petrol,2011,1991,2241,2314,2194,2093,1968,1917,1900,1848,1786,1722,1691,1679,1643,1585,1698,1765,3086,3157,2887,2659,2407,2258,2078,1961,1906,1871,1859,1852,1832,1819
Switzerland,> Agricultural vehicles,Before 1960,Diesel,5874,5522,5400,5112,4836,4599,4399,4294,4179,4027,3946,3830,3769,3666,3614,3537,3349,3234,2173,2138,2374,2590,2874,3068,3248,3371,3466,3494,3500,3556,3583,3610
Switzerland,> Agricultural vehicles,Before 1960,Electricity,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Switzerland,> Agricultural vehicles,Before 1960,Other,278,254,292,263,236,215,205,198,191,187,186,175,161,164,166,200,123,112,118,35,41,44,48,56,66,75,81,78,85,86,89,91
Switzerland,> Agricultural vehicles,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,1960 - 1979,Petrol,7672,7779,9432,9917,9606,9501,9440,9342,9346,9088,8821,8612,8412,8212,7840,8479,10039,10049,13719,13172,12218,11468,10715,10042,9359,8722,8401,8145,8002,7841,7725,7534
Switzerland,> Agricultural vehicles,1960 - 1979,Diesel,84672,83089,81059,79073,77077,75194,72899,71253,69301,67290,65248,63433,61557,59612,57789,55909,53525,51264,47927,46575,45936,45324,44742,44147,43546,43097,42414,41576,40767,40040,39512,39129
Switzerland,> Agricultural vehicles,1960 - 1979,Electricity,4,4,4,4,5,6,6,5,4,4,4,5,4,4,4,3,3,2,1,0,0,0,0,0,0,0,1,2,2,3,3,3
Switzerland,> Agricultural vehicles,1960 - 1979,Other,112,104,106,85,72,68,63,59,55,48,47,44,41,39,40,139,253,229,445,33,38,33,33,29,29,29,25,21,21,21,20,20
Switzerland,> Agricultural vehicles,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,1980 - 1989,Petrol,3206,3345,3942,4225,4263,4229,4152,4093,4055,3964,3861,3793,3649,3518,3386,3329,4704,4755,7568,8123,7293,6399,5437,4594,3829,3232,2909,2683,2480,2354,2254,2108
Switzerland,> Agricultural vehicles,1980 - 1989,Diesel,54423,54294,54048,53871,53458,53262,52618,52411,51947,51452,50892,50506,49839,49230,48634,47719,45807,44251,41178,39645,39662,39501,39464,39257,38986,38564,37926,37228,36400,35552,34864,34115
Switzerland,> Agricultural vehicles,1980 - 1989,Electricity,10,10,9,9,8,8,8,8,8,9,8,8,8,7,7,7,8,7,4,4,4,7,7,7,6,5,4,4,4,4,5,5
Switzerland,> Agricultural vehicles,1980 - 1989,Other,10,9,11,11,15,14,14,15,15,13,12,10,5,5,5,12,248,237,262,37,40,36,43,40,34,28,28,29,29,27,27,25
Switzerland,> Agricultural vehicles,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,1990 - 1999,Petrol,214,497,793,1106,1350,1550,1709,1885,2026,2154,2217,2238,2246,2255,2258,2234,2820,2771,2930,2673,2579,2461,2315,2169,2009,1896,1794,1706,1627,1519,1489,1403
Switzerland,> Agricultural vehicles,1990 - 1999,Diesel,4132,8359,11913,15369,19110,23200,26668,30116,33665,37043,37766,37711,37594,37365,37265,37055,37419,36987,36903,36261,36166,35891,35660,35474,35334,34914,34526,34130,33649,33205,32749,32262
Switzerland,> Agricultural vehicles,1990 - 1999,Electricity,1,2,2,2,4,5,6,7,8,9,11,12,13,13,11,9,5,6,6,5,5,4,3,3,3,3,3,3,3,2,2,2
Switzerland,> Agricultural vehicles,1990 - 1999,Other,1,1,0,2,3,3,5,7,8,9,9,11,2,2,2,28,87,80,124,45,45,41,38,31,27,24,24,22,19,18,15,13
Switzerland,> Agricultural vehicles,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,102,263,425,600,763,822,1079,1095,1146,776,763,746,726,694,672,671,672,673,669,664,650,636
Switzerland,> Agricultural vehicles,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,3045,6944,10639,13917,17458,18104,18180,18045,18163,17782,17800,17705,17606,17650,17602,17482,17449,17334,17241,17096,16932,16785
Switzerland,> Agricultural vehicles,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,1,5,6,9,10,11,11,10,10,10,9,10,10,11,11,11,12,12,13,12,11
Switzerland,> Agricultural vehicles,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,18,59,43,46,7,6,8,8,9,8,5,5,6,5,4,4,4
Switzerland,> Agricultural vehicles,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,251,371,546,635,661,628,618,596,566,540,535,538,522,511,523,520
Switzerland,> Agricultural vehicles,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672,5771,8701,11823,14763,15381,15399,15489,15508,15571,15550,15590,15598,15564,15507,15483,15453
Switzerland,> Agricultural vehicles,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,9,11,11,11,10,10,10,10,10,9,9,9,8,8
Switzerland,> Agricultural vehicles,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,31,26,10,10,11,13,12,10,11,11,11,11,11,12,12
Switzerland,> Agricultural vehicles,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,223,355,467,578,598,586,563,553,542,540,537
Switzerland,> Agricultural vehicles,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,5918,9717,13150,16484,17287,17384,17455,17517,17512,17544,17583
Switzerland,> Agricultural vehicles,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,21,23,23,22,23,22,23,23,23
Switzerland,> Agricultural vehicles,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,5,6,7,7,7,7,6,7
Switzerland,> Agricultural vehicles,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,83,83,81,79,75,71
Switzerland,> Agricultural vehicles,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,3603,3657,3678,3706,3699,3712
Switzerland,> Agricultural vehicles,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
Switzerland,> Agricultural vehicles,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0
Switzerland,> Agricultural vehicles,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,87,84,84,83,82
Switzerland,> Agricultural vehicles,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,3206,3231,3236,3262,3278
Switzerland,> Agricultural vehicles,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,6,6
Switzerland,> Agricultural vehicles,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,99,99,100,98
Switzerland,> Agricultural vehicles,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,3211,3284,3298,3338
Switzerland,> Agricultural vehicles,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,11,11
Switzerland,> Agricultural vehicles,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Switzerland,> Agricultural vehicles,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,66,66,65
Switzerland,> Agricultural vehicles,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239,2868,2905,2959
Switzerland,> Agricultural vehicles,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,8
Switzerland,> Agricultural vehicles,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,53,55
Switzerland,> Agricultural vehicles,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,3037,3090
Switzerland,> Agricultural vehicles,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11
Switzerland,> Agricultural vehicles,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,77
Switzerland,> Agricultural vehicles,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,2947
Switzerland,> Agricultural vehicles,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20
Switzerland,> Agricultural vehicles,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Switzerland,> Agricultural vehicles,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,> Agricultural vehicles,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
Switzerland,> Agricultural vehicles,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676
Switzerland,> Agricultural vehicles,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Switzerland,> Agricultural vehicles,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Switzerland,> Agricultural vehicles,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,Before 1960,Petrol,1425,1337,1375,1283,1180,1130,1046,1033,1023,1000,970,938,945,963,966,939,1114,1182,2441,2533,2267,2035,1806,1657,1482,1354,1295,1268,1253,1260,1246,1238
Switzerland,... Farm tractor,Before 1960,Diesel,5593,5238,5090,4807,4553,4322,4132,4028,3926,3778,3706,3592,3540,3445,3412,3342,3170,3063,2001,1975,2221,2444,2723,2912,3101,3232,3324,3356,3360,3420,3449,3474
Switzerland,... Farm tractor,Before 1960,Electricity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Switzerland,... Farm tractor,Before 1960,Other,277,253,288,260,232,211,201,194,188,184,183,172,158,161,163,192,111,101,98,33,40,42,46,54,64,73,79,76,83,84,87,89
Switzerland,... Farm tractor,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,1960 - 1979,Petrol,1057,987,979,955,950,969,994,1021,1042,1036,1063,1046,1045,1041,1015,1040,1716,1872,4968,5006,4316,3743,3156,2658,2130,1642,1420,1281,1234,1208,1189,1125
Switzerland,... Farm tractor,1960 - 1979,Diesel,66693,65393,63787,62156,60598,59008,57230,55799,54197,52549,50925,49374,47897,46415,44951,43421,41434,39738,36377,35291,34849,34458,34109,33790,33390,33157,32713,32115,31538,31033,30633,30381
Switzerland,... Farm tractor,1960 - 1979,Electricity,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Switzerland,... Farm tractor,1960 - 1979,Other,107,98,92,71,62,61,55,52,48,41,41,40,37,33,29,74,95,95,310,10,7,10,12,11,11,15,15,13,13,14,13,13
Switzerland,... Farm tractor,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,1980 - 1989,Petrol,160,151,205,206,224,233,242,248,278,293,309,325,342,352,355,369,442,434,306,217,248,270,277,276,274,245,238,235,239,228,221,201
Switzerland,... Farm tractor,1980 - 1989,Diesel,40735,40606,40385,40227,39936,39767,39333,39068,38690,38272,37857,37520,37029,36631,36119,35444,35111,34210,33988,33460,32759,32017,31325,30618,29893,29222,28568,27925,27291,26604,26012,25432
Switzerland,... Farm tractor,1980 - 1989,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,1980 - 1989,Other,9,8,9,9,12,11,11,12,12,10,8,7,4,4,4,4,104,104,189,1,1,1,3,3,3,4,5,6,6,5,6,5
Switzerland,... Farm tractor,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Farm tractor,1990 - 1999,Petrol,4,10,22,31,45,60,73,92,101,117,150,184,213,227,250,251,388,394,244,223,233,243,237,249,240,233,232,221,224,210,211,207
Switzerland,... Farm tractor,1990 - 1999,Diesel,2786,5687,8077,10516,13097,15946,18399,20808,23267,25856,26479,26452,26380,26289,26198,26111,26441,26260,26413,26091,25924,25669,25480,25278,25040,24696,24414,24071,23744,23405,23032,22660
