Canton,Vehicle group / type,Year of first registration,Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Switzerland,... Tow tractor,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,315,326
Switzerland,... Tow tractor,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,256
Switzerland,... Tow tractor,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,274
Switzerland,... Tow tractor,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Switzerland,... Tow tractor,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Switzerland,... Tow tractor,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
Switzerland,... Tow tractor,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switzerland,... Tow tractor,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Tow tractor,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,Before 1960,Petrol,173,165,160,147,140,131,133,125,123,110,95,82,77,74,71,69,80,79,85,82,77,74,73,67,67,65,67,64,63,61,60,55
Switzerland,... Forklift,Before 1960,Diesel,191,170,153,148,138,127,114,105,96,90,87,86,82,79,63,58,46,42,38,34,31,30,27,28,28,29,29,29,28,29,30,27
Switzerland,... Forklift,Before 1960,Electricity,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,Before 1960,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,16,16,14,12,6,6,6,5,4,4,4,4
Switzerland,... Forklift,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,1960 - 1979,Petrol,2454,2304,2120,1938,1855,1772,1682,1552,1464,1376,1260,1158,1043,942,865,771,690,634,745,720,557,482,405,353,285,251,218,192,184,178,159,148
Switzerland,... Forklift,1960 - 1979,Diesel,6979,6153,5343,4735,4305,4012,3574,3183,2881,2644,2445,2293,2097,1942,1824,1663,1092,946,770,549,521,501,465,417,374,346,309,276,251,234,202,184
Switzerland,... Forklift,1960 - 1979,Electricity,13,12,10,5,5,4,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,1960 - 1979,Other,4,4,3,4,3,3,3,3,3,1,1,1,1,2,2,3,4,4,23,41,53,49,48,37,31,25,21,18,13,11,10,9
Switzerland,... Forklift,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,1980 - 1989,Petrol,1034,1049,1058,1045,1044,1055,1053,1047,1044,1044,1019,1005,987,969,933,923,1094,1073,1356,1330,1114,970,855,724,620,535,463,394,342,313,271,239
Switzerland,... Forklift,1980 - 1989,Diesel,4991,4800,4539,4328,4177,4001,3782,3596,3437,3293,3172,3097,2971,2819,2679,2561,2082,1911,1516,1354,1388,1355,1298,1231,1144,1048,944,841,757,664,567,507
Switzerland,... Forklift,1980 - 1989,Electricity,5,5,3,3,3,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Switzerland,... Forklift,1980 - 1989,Other,4,4,3,3,3,3,2,2,2,2,0,1,1,4,4,8,9,10,26,25,41,46,42,34,26,19,17,15,12,9,9,9
Switzerland,... Forklift,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,1990 - 1999,Petrol,78,235,378,521,623,725,813,892,966,1034,1031,1023,1034,1052,1051,1047,1056,1061,1061,1068,1071,1046,1018,947,911,874,852,793,736,687,663,615
Switzerland,... Forklift,1990 - 1999,Diesel,386,846,1219,1538,1766,2045,2339,2654,2940,3285,3355,3279,3202,3157,3114,3065,2896,2869,2739,2641,2590,2533,2463,2368,2248,2144,2005,1880,1767,1661,1523,1380
Switzerland,... Forklift,1990 - 1999,Electricity,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
Switzerland,... Forklift,1990 - 1999,Other,0,1,2,2,2,2,3,3,3,4,4,4,1,2,2,3,3,4,21,28,32,38,36,29,28,26,20,19,18,19,15,15
Switzerland,... Forklift,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,21,43,69,79,94,98,121,121,129,125,125,126,121,121,117,112,110,108,102,110,107,105
Switzerland,... Forklift,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,328,796,1332,1814,2336,2420,2308,2298,2316,2306,2320,2312,2276,2224,2160,2116,2019,1948,1904,1898,1832,1750
Switzerland,... Forklift,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1
Switzerland,... Forklift,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,5,5,5,5,5,5,5,4,3,3,3
Switzerland,... Forklift,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,35,52,64,70,73,75,74,73,69,68,67,68,66,60,57
Switzerland,... Forklift,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,816,1320,1970,2619,2807,2803,2790,2779,2759,2718,2655,2591,2506,2552,2488,2435
Switzerland,... Forklift,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,3,3,3,2,3,1,1,1,1,0
Switzerland,... Forklift,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,9,10,8,8,7,6,6,6,6,6,6,6,8,8,7
Switzerland,... Forklift,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,16,20,20,20,19,19,20,22,23
Switzerland,... Forklift,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1032,1753,2440,3148,3309,3297,3273,3228,3274,3268,3232
Switzerland,... Forklift,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,7,7,6,6,5,5,5
Switzerland,... Forklift,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2
Switzerland,... Forklift,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,708,707,701,720,732,731
Switzerland,... Forklift,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,7
Switzerland,... Forklift,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,693,691,710,724,727
Switzerland,... Forklift,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,2,2
Switzerland,... Forklift,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Switzerland,... Forklift,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5
Switzerland,... Forklift,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,659,678,693,707
Switzerland,... Forklift,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
Switzerland,... Forklift,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
Switzerland,... Forklift,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,761,777,774
Switzerland,... Forklift,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5
Switzerland,... Forklift,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
Switzerland,... Forklift,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,808,818
Switzerland,... Forklift,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15
Switzerland,... Forklift,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Switzerland,... Forklift,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Switzerland,... Forklift,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,673
Switzerland,... Forklift,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14
Switzerland,... Forklift,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Switzerland,... Forklift,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Forklift,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Switzerland,... Forklift,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540
Switzerland,... Forklift,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Switzerland,... Forklift,2021,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Switzerland,... Forklift,2021,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,Before 1960,Petrol,27,25,25,24,25,23,22,20,16,12,11,11,11,10,9,9,10,11,9,7,6,5,4,3,2,4,4,3,2,2,2,2
Switzerland,... Industrial utility vehicle,Before 1960,Diesel,46,44,41,36,34,28,27,27,26,28,27,25,20,21,17,14,19,16,13,14,13,14,16,15,14,13,12,12,13,13,9,11
Switzerland,... Industrial utility vehicle,Before 1960,Electricity,7,7,7,8,7,7,7,8,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,1,2,1,0,0,0,0,0
Switzerland,... Industrial utility vehicle,Before 1960,Other,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,6,7,9,7,7,7,5,5,5,4,4,6,6,6
Switzerland,... Industrial utility vehicle,Before 1960,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,1960 - 1979,Petrol,567,544,481,503,468,448,433,411,379,356,346,331,328,306,278,267,379,372,558,484,427,376,305,247,196,153,130,114,100,92,85,80
Switzerland,... Industrial utility vehicle,1960 - 1979,Diesel,2460,2357,2277,2167,2088,1947,1834,1772,1676,1558,1427,1357,1235,1153,1053,996,909,897,635,490,493,487,441,360,348,321,299,266,252,231,217,193
Switzerland,... Industrial utility vehicle,1960 - 1979,Electricity,389,364,346,325,300,282,247,230,158,149,137,124,113,108,84,77,56,51,43,38,34,28,12,12,11,15,14,14,13,13,13,12
Switzerland,... Industrial utility vehicle,1960 - 1979,Other,11,9,8,6,7,7,6,6,6,6,6,3,2,3,3,4,13,14,23,24,33,31,27,27,23,23,17,15,12,12,12,11
Switzerland,... Industrial utility vehicle,1960 - 1979,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,1980 - 1989,Petrol,981,963,920,906,881,871,817,787,748,717,663,621,590,586,547,538,945,922,1744,1791,1494,1260,1072,881,724,553,467,415,364,318,291,271
Switzerland,... Industrial utility vehicle,1980 - 1989,Diesel,9215,9040,8948,8727,8433,8110,7723,7372,7028,6669,6238,5853,5442,5084,4769,4468,3685,3421,2198,1625,1685,1678,1618,1571,1514,1458,1352,1267,1171,1097,1003,905
Switzerland,... Industrial utility vehicle,1980 - 1989,Electricity,396,386,370,355,333,318,291,276,243,226,197,177,161,149,135,120,94,84,61,63,58,52,45,46,44,37,33,27,23,24,20,19
Switzerland,... Industrial utility vehicle,1980 - 1989,Other,52,49,47,44,42,39,38,34,28,28,28,25,24,22,22,29,24,22,55,78,87,86,87,86,79,73,67,57,50,46,39,38
Switzerland,... Industrial utility vehicle,1980 - 1989,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,1990 - 1999,Petrol,107,244,370,465,545,619,698,775,835,876,871,848,831,803,762,751,842,828,982,943,839,774,708,635,568,504,460,413,384,353,320,293
Switzerland,... Industrial utility vehicle,1990 - 1999,Diesel,1161,2278,3035,3613,4253,4959,5684,6250,6887,7695,7846,7599,7353,7066,6794,6435,6179,5916,5301,4870,4672,4420,4201,3991,3711,3416,3184,2984,2747,2555,2353,2202
Switzerland,... Industrial utility vehicle,1990 - 1999,Electricity,34,88,120,152,193,213,244,274,287,317,318,305,290,271,255,241,217,206,196,167,152,142,134,119,106,91,79,77,72,71,62,59
Switzerland,... Industrial utility vehicle,1990 - 1999,Other,6,9,11,12,15,22,30,33,36,41,41,40,36,35,35,45,48,50,99,137,176,155,136,113,102,95,85,75,65,61,53,49
Switzerland,... Industrial utility vehicle,1990 - 1999,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2000 - 2004,Petrol,0,0,0,0,0,0,0,0,0,0,70,157,236,348,441,460,481,485,518,507,504,490,462,429,389,368,340,315,284,263,248,228
Switzerland,... Industrial utility vehicle,2000 - 2004,Diesel,0,0,0,0,0,0,0,0,0,0,897,2231,3393,4406,5470,5647,5592,5573,5349,5275,5189,4994,4799,4609,4394,4193,3962,3725,3494,3271,3040,2863
Switzerland,... Industrial utility vehicle,2000 - 2004,Electricity,0,0,0,0,0,0,0,0,0,0,31,73,122,165,212,229,222,218,209,204,200,188,174,158,143,132,123,111,106,102,92,86
Switzerland,... Industrial utility vehicle,2000 - 2004,Other,0,0,0,0,0,0,0,0,0,0,6,16,25,36,47,50,53,54,69,65,76,70,61,56,51,40,35,34,33,27,24,21
Switzerland,... Industrial utility vehicle,2000 - 2004,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2005 - 2009,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,199,351,524,665,706,687,670,648,616,594,555,531,507,479,460,430
Switzerland,... Industrial utility vehicle,2005 - 2009,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,2100,3398,4843,6334,6626,6561,6470,6363,6207,6030,5860,5695,5462,5218,4954,4751
Switzerland,... Industrial utility vehicle,2005 - 2009,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,122,200,318,428,453,444,433,419,410,393,373,345,323,305,292,270
Switzerland,... Industrial utility vehicle,2005 - 2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,32,53,67,63,68,67,65,63,63,60,58,56,56,53,50,49
Switzerland,... Industrial utility vehicle,2005 - 2009,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2010 - 2014,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,216,378,511,634,647,638,620,598,580,561,538
Switzerland,... Industrial utility vehicle,2010 - 2014,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,2491,4032,5513,6987,7218,7165,7063,6929,6755,6532,6356
Switzerland,... Industrial utility vehicle,2010 - 2014,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,207,342,485,637,667,641,626,597,585,555,522
Switzerland,... Industrial utility vehicle,2010 - 2014,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,45,65,85,87,86,85,82,83,82,82
Switzerland,... Industrial utility vehicle,2010 - 2014,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2015,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,147,145,144,139,131,123
Switzerland,... Industrial utility vehicle,2015,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,1496,1475,1465,1435,1398,1373
Switzerland,... Industrial utility vehicle,2015,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,166,162,161,156,156,150
Switzerland,... Industrial utility vehicle,2015,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,20,20,19,19,19
Switzerland,... Industrial utility vehicle,2015,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2016,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,140,139,137,134,131
Switzerland,... Industrial utility vehicle,2016,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1469,1450,1435,1409,1382
Switzerland,... Industrial utility vehicle,2016,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,182,175,174,173,169
Switzerland,... Industrial utility vehicle,2016,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,17,17,17,17
Switzerland,... Industrial utility vehicle,2016,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2017,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,135,136,134,134
Switzerland,... Industrial utility vehicle,2017,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,1405,1385,1356,1342
Switzerland,... Industrial utility vehicle,2017,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,177,173,169,167
Switzerland,... Industrial utility vehicle,2017,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,10,10
Switzerland,... Industrial utility vehicle,2017,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2018,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,140,139,137
Switzerland,... Industrial utility vehicle,2018,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,1505,1483,1457
Switzerland,... Industrial utility vehicle,2018,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,233,230,215
Switzerland,... Industrial utility vehicle,2018,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9
Switzerland,... Industrial utility vehicle,2018,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2019,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,121,122
Switzerland,... Industrial utility vehicle,2019,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,1564,1557
Switzerland,... Industrial utility vehicle,2019,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,264,254
Switzerland,... Industrial utility vehicle,2019,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9
Switzerland,... Industrial utility vehicle,2019,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2020,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,93
Switzerland,... Industrial utility vehicle,2020,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,1341
Switzerland,... Industrial utility vehicle,2020,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,249
Switzerland,... Industrial utility vehicle,2020,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
Switzerland,... Industrial utility vehicle,2020,Without motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,... Industrial utility vehicle,2021,Petrol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Switzerland,... Industrial utility vehicle,2021,Diesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164
Switzerland,... Industrial utility vehicle,2021,Electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
